dateTime,discharge_m3s
10/1/1952,0.16990108
10/2/1952,0.16990108
10/3/1952,0.16990108
10/4/1952,0.16990108
10/5/1952,0.16990108
10/6/1952,0.16990108
10/7/1952,0.16990108
10/8/1952,0.16990108
10/9/1952,0.16990108
10/10/1952,0.16990108
10/11/1952,0.16990108
10/12/1952,0.16990108
10/13/1952,0.16990108
10/14/1952,0.16990108
10/15/1952,0.16990108
10/16/1952,0.16990108
10/17/1952,0.16990108
10/18/1952,0.16990108
10/19/1952,0.16990108
10/20/1952,0.16990108
10/21/1952,0.16990108
10/22/1952,0.16990108
10/23/1952,0.16990108
10/24/1952,0.16990108
10/25/1952,0.16990108
10/26/1952,0.16990108
10/27/1952,0.16990108
10/28/1952,0.16990108
10/29/1952,0.16990108
10/30/1952,0.16990108
10/31/1952,0.16990108
11/1/1952,0.113267386
11/2/1952,0.113267386
11/3/1952,0.113267386
11/4/1952,0.113267386
11/5/1952,0.104772332
11/6/1952,0.133089179
11/7/1952,0.124594125
11/8/1952,0.118930756
11/9/1952,0.118930756
11/10/1952,0.283168466
11/11/1952,0.566336932
11/12/1952,1.132673864
11/13/1952,0.707921165
11/14/1952,0.424752699
11/15/1952,0.283168466
11/16/1952,0.254851619
11/17/1952,0.226534773
11/18/1952,0.226534773
11/19/1952,0.566336932
11/20/1952,1.359208636
11/21/1952,1.274258097
11/22/1952,0.877822244
11/23/1952,0.566336932
11/24/1952,0.396435852
11/25/1952,0.368119006
11/26/1952,0.339802159
11/27/1952,0.311485313
11/28/1952,0.283168466
11/29/1952,0.622970625
11/30/1952,3.82277429
12/1/1952,2.067129801
12/2/1952,1.812278182
12/3/1952,1.953862415
12/4/1952,4.332477529
12/5/1952,11.15683756
12/6/1952,6.371290483
12/7/1952,3.539605824
12/8/1952,2.123763494
12/9/1952,3.171486818
12/10/1952,6.796043182
12/11/1952,5.974854631
12/12/1952,3.228120511
12/13/1952,2.123763494
12/14/1952,1.585743409
12/15/1952,1.274258097
12/16/1952,1.104357017
12/17/1952,0.906139091
12/18/1952,0.849505398
12/19/1952,1.07604017
12/20/1952,9.287925682
12/21/1952,8.664955057
12/22/1952,4.813863921
12/23/1952,3.398021591
12/24/1952,3.228120511
12/25/1952,14.04515591
12/26/1952,17.21664273
12/27/1952,8.664955057
12/28/1952,5.295250313
12/29/1952,4.077625909
12/30/1952,31.99803665
12/31/1952,53.51884006
1/1/1953,28.60001506
1/2/1953,13.64872006
1/3/1953,9.910896307
1/4/1953,6.682775796
1/5/1953,5.040398693
1/6/1953,4.190893296
1/7/1953,3.596239517
1/8/1953,3.596239517
1/9/1953,4.020992216
1/10/1953,5.125349233
1/11/1953,3.766140597
1/12/1953,2.831684659
1/13/1953,2.237030881
1/14/1953,1.953862415
1/15/1953,1.699010796
1/16/1953,1.642377102
1/17/1953,3.001585739
1/18/1953,8.97644037
1/19/1953,7.419013807
1/20/1953,4.304160682
1/21/1953,3.114853125
1/22/1953,2.463565654
1/23/1953,17.98119759
1/24/1953,16.19723625
1/25/1953,7.843766506
1/26/1953,5.125349233
1/27/1953,4.077625909
1/28/1953,3.709506904
1/29/1953,3.879407983
1/30/1953,3.171486818
1/31/1953,2.633466733
2/1/1953,2.520199347
2/2/1953,4.615645994
2/3/1953,9.599410995
2/4/1953,6.371290483
2/5/1953,3.936041676
2/6/1953,4.020992216
2/7/1953,8.664955057
2/8/1953,7.305746421
2/9/1953,4.304160682
2/10/1953,3.114853125
2/11/1953,2.690100426
2/12/1953,3.114853125
2/13/1953,3.936041676
2/14/1953,10.44891639
2/15/1953,32.84754205
2/16/1953,18.97228722
2/17/1953,9.599410995
2/18/1953,6.541191563
2/19/1953,6.22970625
2/20/1953,80.98618125
2/21/1953,48.42180767
2/22/1953,47.57230227
2/23/1953,28.60001506
2/24/1953,21.2093181
2/25/1953,21.97387296
2/26/1953,19.70852523
2/27/1953,14.89466131
2/28/1953,10.22238162
3/1/1953,8.041984432
3/2/1953,7.305746421
3/3/1953,6.286339943
3/4/1953,5.748319858
3/5/1953,4.672279688
3/6/1953,3.596239517
3/7/1953,3.058219432
3/8/1953,2.746734119
3/9/1953,2.463565654
3/10/1953,2.123763494
3/11/1953,2.293664574
3/12/1953,3.001585739
3/13/1953,3.341387898
3/14/1953,3.284754205
3/15/1953,28.06199497
3/16/1953,19.70852523
3/17/1953,9.599410995
3/18/1953,5.861587245
3/19/1953,4.728913381
3/20/1953,4.247526989
3/21/1953,3.879407983
3/22/1953,3.596239517
3/23/1953,26.24971679
3/24/1953,21.69070449
3/25/1953,10.22238162
3/26/1953,5.861587245
3/27/1953,4.247526989
3/28/1953,3.766140597
3/29/1953,3.171486818
3/30/1953,2.40693196
3/31/1953,2.010496108
4/1/1953,1.953862415
4/2/1953,3.001585739
4/3/1953,4.020992216
4/4/1953,3.171486818
4/5/1953,1.953862415
4/6/1953,3.001585739
4/7/1953,5.493468239
4/8/1953,4.417428068
4/9/1953,2.463565654
4/10/1953,1.699010796
4/11/1953,1.444159176
4/12/1953,3.709506904
4/13/1953,3.879407983
4/14/1953,2.633466733
4/15/1953,1.755644489
4/16/1953,3.171486818
4/17/1953,2.293664574
4/18/1953,1.444159176
4/19/1953,1.24594125
4/20/1953,1.41584233
4/21/1953,1.189307557
4/22/1953,0.877822244
4/23/1953,0.792871705
4/24/1953,0.821188551
4/25/1953,114.9663972
4/26/1953,51.5366608
4/27/1953,16.82020688
4/28/1953,8.353469745
4/29/1953,5.918220938
4/30/1953,7.787132813
5/1/1953,6.597825256
5/2/1953,4.417428068
5/3/1953,3.341387898
5/4/1953,3.058219432
5/5/1953,5.125349233
5/6/1953,5.040398693
5/7/1953,3.228120511
5/8/1953,2.067129801
5/9/1953,1.274258097
5/10/1953,0.962772784
5/11/1953,0.736238011
5/12/1953,0.679604318
5/13/1953,0.622970625
5/14/1953,0.736238011
5/15/1953,0.651287472
5/16/1953,0.622970625
5/17/1953,0.622970625
5/18/1953,0.707921165
5/19/1953,2.40693196
5/20/1953,3.398021591
5/21/1953,2.010496108
5/22/1953,0.991089631
5/23/1953,0.651287472
5/24/1953,0.453069545
5/25/1953,0.396435852
5/26/1953,0.311485313
5/27/1953,0.283168466
5/28/1953,0.274673412
5/29/1953,0.266178358
5/30/1953,0.246356565
5/31/1953,0.235029827
6/1/1953,0.223703088
6/2/1953,0.215208034
6/3/1953,0.203881295
6/4/1953,0.195386241
6/5/1953,0.195386241
6/6/1953,0.195386241
6/7/1953,0.184059503
6/8/1953,0.184059503
6/9/1953,0.178396134
6/10/1953,0.178396134
6/11/1953,0.184059503
6/12/1953,0.195386241
6/13/1953,0.195386241
6/14/1953,0.195386241
6/15/1953,0.184059503
6/16/1953,0.274673412
6/17/1953,0.274673412
6/18/1953,0.274673412
6/19/1953,0.246356565
6/20/1953,0.311485313
6/21/1953,0.235029827
6/22/1953,0.651287472
6/23/1953,0.651287472
6/24/1953,0.424752699
6/25/1953,0.566336932
6/26/1953,1.41584233
6/27/1953,33.98021591
6/28/1953,45.30695455
6/29/1953,24.09763645
6/30/1953,12.09129349
7/1/1953,6.597825256
7/2/1953,3.398021591
7/3/1953,1.840595028
7/4/1953,1.07604017
7/5/1953,0.707921165
7/6/1953,0.594653778
7/7/1953,0.453069545
7/8/1953,0.396435852
7/9/1953,0.396435852
7/10/1953,0.368119006
7/11/1953,0.339802159
7/12/1953,0.311485313
7/13/1953,0.311485313
7/14/1953,0.339802159
7/15/1953,0.396435852
7/16/1953,2.775050966
7/17/1953,6.371290483
7/18/1953,6.48455787
7/19/1953,4.559012301
7/20/1953,3.596239517
7/21/1953,15.63089932
7/22/1953,10.22238162
7/23/1953,5.436834546
7/24/1953,6.371290483
7/25/1953,5.748319858
7/26/1953,2.520199347
7/27/1953,1.302574943
7/28/1953,0.877822244
7/29/1953,1.359208636
7/30/1953,3.114853125
7/31/1953,8.353469745
8/1/1953,7.73049912
8/2/1953,4.190893296
8/3/1953,4.077625909
8/4/1953,1.812278182
8/5/1953,1.274258097
8/6/1953,0.707921165
8/7/1953,0.594653778
8/8/1953,0.481386392
8/9/1953,0.622970625
8/10/1953,0.792871705
8/11/1953,0.481386392
8/12/1953,0.396435852
8/13/1953,0.368119006
8/14/1953,0.368119006
8/15/1953,6.088122017
8/16/1953,2.888318352
8/17/1953,5.550101932
8/18/1953,3.058219432
8/19/1953,3.65287321
8/20/1953,4.728913381
8/21/1953,2.888318352
8/22/1953,8.353469745
8/23/1953,11.15683756
8/24/1953,6.541191563
8/25/1953,3.341387898
8/26/1953,2.123763494
8/27/1953,3.82277429
8/28/1953,5.918220938
8/29/1953,3.171486818
8/30/1953,14.58317599
8/31/1953,12.57267989
9/1/1953,5.181982926
9/2/1953,2.520199347
9/3/1953,1.444159176
9/4/1953,0.991089631
9/5/1953,0.821188551
9/6/1953,0.679604318
9/7/1953,0.622970625
9/8/1953,0.481386392
9/9/1953,0.396435852
9/10/1953,0.339802159
9/11/1953,0.311485313
9/12/1953,0.283168466
9/13/1953,0.274673412
9/14/1953,0.266178358
9/15/1953,0.254851619
9/16/1953,0.235029827
9/17/1953,0.235029827
9/18/1953,0.223703088
9/19/1953,0.223703088
9/20/1953,0.223703088
9/21/1953,0.215208034
9/22/1953,0.203881295
9/23/1953,0.203881295
9/24/1953,0.195386241
9/25/1953,0.184059503
9/26/1953,0.184059503
9/27/1953,0.178396134
9/28/1953,0.178396134
9/29/1953,0.16990108
9/30/1953,0.16423771
10/1/1953,0.167069395
10/2/1953,0.184059503
10/3/1953,0.184059503
10/4/1953,0.167069395
10/5/1953,0.167069395
10/6/1953,0.155742656
10/7/1953,0.155742656
10/8/1953,0.130257494
10/9/1953,0.130257494
10/10/1953,0.130257494
10/11/1953,0.130257494
10/12/1953,0.130257494
10/13/1953,0.116099071
10/14/1953,0.116099071
10/15/1953,0.116099071
10/16/1953,0.116099071
10/17/1953,0.104772332
10/18/1953,0.104772332
10/19/1953,0.093445594
10/20/1953,0.093445594
10/21/1953,0.093445594
10/22/1953,0.093445594
10/23/1953,0.093445594
10/24/1953,0.093445594
10/25/1953,0.104772332
10/26/1953,0.104772332
10/27/1953,0.104772332
10/28/1953,0.104772332
10/29/1953,0.104772332
10/30/1953,0.116099071
10/31/1953,0.116099071
11/1/1953,0.130257494
11/2/1953,0.130257494
11/3/1953,0.130257494
11/4/1953,0.167069395
11/5/1953,0.339802159
11/6/1953,0.368119006
11/7/1953,0.368119006
11/8/1953,0.368119006
11/9/1953,0.396435852
11/10/1953,0.396435852
11/11/1953,0.339802159
11/12/1953,0.311485313
11/13/1953,0.283168466
11/14/1953,0.252019935
11/15/1953,0.235029827
11/16/1953,0.218039719
11/17/1953,0.201049611
11/18/1953,0.201049611
11/19/1953,0.277505097
11/20/1953,12.54436304
11/21/1953,8.80653929
11/22/1953,24.04100276
11/23/1953,20.27486216
11/24/1953,8.013667586
11/25/1953,3.73782375
11/26/1953,3.511288977
11/27/1953,2.548516193
11/28/1953,1.755644489
11/29/1953,1.359208636
11/30/1953,1.189307557
12/1/1953,1.24594125
12/2/1953,1.132673864
12/3/1953,1.019406477
12/4/1953,8.466737131
12/5/1953,26.70278634
12/6/1953,46.43962841
12/7/1953,33.69704744
12/8/1953,15.40436455
12/9/1953,9.910896307
12/10/1953,15.77248355
12/11/1953,25.42852824
12/12/1953,50.6871554
12/13/1953,31.43169972
12/14/1953,21.52080341
12/15/1953,13.3089179
12/16/1953,8.495053978
12/17/1953,6.258023097
12/18/1953,5.06871554
12/19/1953,4.360794375
12/20/1953,11.55327341
12/21/1953,17.89624705
12/22/1953,11.52495656
12/23/1953,10.47723324
12/24/1953,6.626142103
12/25/1953,5.125349233
12/26/1953,4.530695455
12/27/1953,3.964358523
12/28/1953,5.436834546
12/29/1953,13.3089179
12/30/1953,11.89307557
12/31/1953,8.495053978
1/1/1954,5.550101932
1/2/1954,4.417428068
1/3/1954,3.90772483
1/4/1954,3.567922671
1/5/1954,6.14475571
1/6/1954,5.23861662
1/7/1954,3.624556364
1/8/1954,2.916635199
1/9/1954,2.66178358
1/10/1954,3.029902585
1/11/1954,6.626142103
1/12/1954,5.06871554
1/13/1954,3.341387898
1/14/1954,2.746734119
1/15/1954,2.66178358
1/16/1954,2.803367813
1/17/1954,3.058219432
1/18/1954,2.605149886
1/19/1954,2.208714034
1/20/1954,2.010496108
1/21/1954,2.038812955
1/22/1954,5.266933466
1/23/1954,9.004757216
1/24/1954,4.757230227
1/25/1954,3.398021591
1/26/1954,2.916635199
1/27/1954,2.66178358
1/28/1954,2.40693196
1/29/1954,2.152080341
1/30/1954,1.812278182
1/31/1954,1.812278182
2/1/1954,1.897228722
2/2/1954,1.755644489
2/3/1954,1.500792869
2/4/1954,1.274258097
2/5/1954,1.189307557
2/6/1954,1.07604017
2/7/1954,0.934455938
2/8/1954,0.877822244
2/9/1954,0.877822244
2/10/1954,0.821188551
2/11/1954,0.792871705
2/12/1954,0.792871705
2/13/1954,0.736238011
2/14/1954,0.651287472
2/15/1954,0.736238011
2/16/1954,1.274258097
2/17/1954,1.302574943
2/18/1954,1.07604017
2/19/1954,0.821188551
2/20/1954,4.020992216
2/21/1954,9.797628921
2/22/1954,4.360794375
2/23/1954,2.40693196
2/24/1954,3.596239517
2/25/1954,4.474061762
2/26/1954,2.690100426
2/27/1954,1.897228722
2/28/1954,1.585743409
3/1/1954,1.359208636
3/2/1954,1.104357017
3/3/1954,0.962772784
3/4/1954,0.934455938
3/5/1954,0.934455938
3/6/1954,3.624556364
3/7/1954,5.720003012
3/8/1954,3.341387898
3/9/1954,2.208714034
3/10/1954,1.755644489
3/11/1954,1.444159176
3/12/1954,1.274258097
3/13/1954,1.189307557
3/14/1954,1.189307557
3/15/1954,1.132673864
3/16/1954,0.962772784
3/17/1954,0.821188551
3/18/1954,0.707921165
3/19/1954,3.228120511
3/20/1954,6.824360029
3/21/1954,3.851091137
3/22/1954,2.237030881
3/23/1954,1.585743409
3/24/1954,1.302574943
3/25/1954,1.104357017
3/26/1954,1.189307557
3/27/1954,2.463565654
3/28/1954,12.23287773
3/29/1954,9.797628921
3/30/1954,5.06871554
3/31/1954,3.341387898
4/1/1954,2.350298267
4/2/1954,1.755644489
4/3/1954,1.359208636
4/4/1954,1.104357017
4/5/1954,0.934455938
4/6/1954,0.906139091
4/7/1954,0.792871705
4/8/1954,0.707921165
4/9/1954,0.594653778
4/10/1954,1.642377102
4/11/1954,2.66178358
4/12/1954,1.755644489
4/13/1954,1.07604017
4/14/1954,0.906139091
4/15/1954,0.622970625
4/16/1954,6.059805171
4/17/1954,20.7845654
4/18/1954,8.948123523
4/19/1954,3.171486818
4/20/1954,2.010496108
4/21/1954,1.500792869
4/22/1954,1.132673864
4/23/1954,0.934455938
4/24/1954,1.07604017
4/25/1954,0.934455938
4/26/1954,0.764554858
4/27/1954,0.764554858
4/28/1954,0.594653778
4/29/1954,0.509703239
4/30/1954,0.424752699
5/1/1954,0.339802159
5/2/1954,0.311485313
5/3/1954,0.368119006
5/4/1954,0.991089631
5/5/1954,1.755644489
5/6/1954,1.132673864
5/7/1954,0.651287472
5/8/1954,0.453069545
5/9/1954,0.368119006
5/10/1954,0.311485313
5/11/1954,0.283168466
5/12/1954,0.271841727
5/13/1954,0.271841727
5/14/1954,0.271841727
5/15/1954,0.271841727
5/16/1954,0.254851619
5/17/1954,0.254851619
5/18/1954,0.235029827
5/19/1954,0.218039719
5/20/1954,0.184059503
5/21/1954,0.167069395
5/22/1954,0.167069395
5/23/1954,0.167069395
5/24/1954,0.155742656
5/25/1954,0.155742656
5/26/1954,0.155742656
5/27/1954,0.167069395
5/28/1954,0.167069395
5/29/1954,0.201049611
5/30/1954,0.235029827
5/31/1954,0.167069395
6/1/1954,0.155742656
6/2/1954,0.141584233
6/3/1954,0.141584233
6/4/1954,0.130257494
6/5/1954,0.130257494
6/6/1954,0.130257494
6/7/1954,0.130257494
6/8/1954,0.130257494
6/9/1954,0.130257494
6/10/1954,0.130257494
6/11/1954,0.116099071
6/12/1954,0.116099071
6/13/1954,0.155742656
6/14/1954,0.283168466
6/15/1954,0.167069395
6/16/1954,0.130257494
6/17/1954,0.184059503
6/18/1954,0.184059503
6/19/1954,0.254851619
6/20/1954,0.311485313
6/21/1954,0.339802159
6/22/1954,0.368119006
6/23/1954,0.453069545
6/24/1954,0.311485313
6/25/1954,0.311485313
6/26/1954,1.132673864
6/27/1954,0.906139091
6/28/1954,0.453069545
6/29/1954,0.453069545
6/30/1954,0.339802159
7/1/1954,0.254851619
7/2/1954,0.201049611
7/3/1954,0.155742656
7/4/1954,0.141584233
7/5/1954,0.260514989
7/6/1954,3.398021591
7/7/1954,1.953862415
7/8/1954,1.529109716
7/9/1954,3.596239517
7/10/1954,31.99803665
7/11/1954,11.89307557
7/12/1954,3.567922671
7/13/1954,1.670693949
7/14/1954,0.962772784
7/15/1954,0.622970625
7/16/1954,0.538020085
7/17/1954,1.529109716
7/18/1954,1.302574943
7/19/1954,1.104357017
7/20/1954,0.707921165
7/21/1954,0.453069545
7/22/1954,0.311485313
7/23/1954,0.271841727
7/24/1954,0.271841727
7/25/1954,0.594653778
7/26/1954,1.897228722
7/27/1954,1.104357017
7/28/1954,3.794457443
7/29/1954,5.295250313
7/30/1954,4.020992216
7/31/1954,2.4918825
8/1/1954,1.41584233
8/2/1954,0.651287472
8/3/1954,0.453069545
8/4/1954,0.311485313
8/5/1954,0.254851619
8/6/1954,0.184059503
8/7/1954,0.167069395
8/8/1954,0.167069395
8/9/1954,0.155742656
8/10/1954,0.141584233
8/11/1954,0.130257494
8/12/1954,0.116099071
8/13/1954,0.104772332
8/14/1954,0.104772332
8/15/1954,0.104772332
8/16/1954,0.155742656
8/17/1954,0.141584233
8/18/1954,0.130257494
8/19/1954,0.116099071
8/20/1954,0.104772332
8/21/1954,0.093445594
8/22/1954,0.130257494
8/23/1954,0.116099071
8/24/1954,0.116099071
8/25/1954,0.093445594
8/26/1954,0.093445594
8/27/1954,0.093445594
8/28/1954,0.104772332
8/29/1954,0.093445594
8/30/1954,0.07928717
8/31/1954,0.067960432
9/1/1954,0.067960432
9/2/1954,0.053802009
9/3/1954,0.053802009
9/4/1954,0.053802009
9/5/1954,0.053802009
9/6/1954,0.130257494
9/7/1954,0.116099071
9/8/1954,0.167069395
9/9/1954,0.167069395
9/10/1954,0.141584233
9/11/1954,0.104772332
9/12/1954,0.07928717
9/13/1954,0.067960432
9/14/1954,0.067960432
9/15/1954,0.053802009
9/16/1954,0.235029827
9/17/1954,0.453069545
9/18/1954,0.622970625
9/19/1954,0.481386392
9/20/1954,0.311485313
9/21/1954,0.218039719
9/22/1954,0.155742656
9/23/1954,0.130257494
9/24/1954,0.104772332
9/25/1954,0.093445594
9/26/1954,0.07928717
9/27/1954,0.07928717
9/28/1954,0.067960432
9/29/1954,0.067960432
9/30/1954,0.067960432
10/1/1954,0.067960432
10/2/1954,0.067960432
10/3/1954,0.067960432
10/4/1954,0.067960432
10/5/1954,0.067960432
10/6/1954,0.067960432
10/7/1954,0.152910972
10/8/1954,0.195386241
10/9/1954,0.167069395
10/10/1954,0.124594125
10/11/1954,1.047723324
10/12/1954,0.509703239
10/13/1954,0.481386392
10/14/1954,0.764554858
10/15/1954,0.566336932
10/16/1954,0.368119006
10/17/1954,0.232198142
10/18/1954,0.195386241
10/19/1954,0.152910972
10/20/1954,0.124594125
10/21/1954,0.110435702
10/22/1954,0.110435702
10/23/1954,0.110435702
10/24/1954,0.096277278
10/25/1954,0.096277278
10/26/1954,0.082118855
10/27/1954,0.082118855
10/28/1954,0.152910972
10/29/1954,0.566336932
10/30/1954,0.424752699
10/31/1954,0.274673412
11/1/1954,0.209544665
11/2/1954,0.181227818
11/3/1954,0.181227818
11/4/1954,1.189307557
11/5/1954,2.378615114
11/6/1954,1.189307557
11/7/1954,0.736238011
11/8/1954,0.566336932
11/9/1954,0.424752699
11/10/1954,0.368119006
11/11/1954,0.283168466
11/12/1954,0.252019935
11/13/1954,0.209544665
11/14/1954,0.195386241
11/15/1954,0.252019935
11/16/1954,0.594653778
11/17/1954,0.622970625
11/18/1954,0.481386392
11/19/1954,0.368119006
11/20/1954,0.339802159
11/21/1954,0.283168466
11/22/1954,0.252019935
11/23/1954,0.232198142
11/24/1954,0.209544665
11/25/1954,0.209544665
11/26/1954,0.195386241
11/27/1954,0.209544665
11/28/1954,0.274673412
11/29/1954,0.396435852
11/30/1954,0.396435852
12/1/1954,0.311485313
12/2/1954,0.274673412
12/3/1954,0.252019935
12/4/1954,0.232198142
12/5/1954,0.209544665
12/6/1954,0.209544665
12/7/1954,0.209544665
12/8/1954,0.209544665
12/9/1954,0.209544665
12/10/1954,0.209544665
12/11/1954,0.232198142
12/12/1954,0.453069545
12/13/1954,3.058219432
12/14/1954,1.897228722
12/15/1954,1.359208636
12/16/1954,0.934455938
12/17/1954,0.934455938
12/18/1954,3.341387898
12/19/1954,2.237030881
12/20/1954,1.500792869
12/21/1954,1.104357017
12/22/1954,0.906139091
12/23/1954,0.736238011
12/24/1954,0.679604318
12/25/1954,0.594653778
12/26/1954,0.566336932
12/27/1954,0.509703239
12/28/1954,10.13743108
12/29/1954,22.99327943
12/30/1954,10.13743108
12/31/1954,8.89148983
1/1/1955,35.39605824
1/2/1955,22.25704142
1/3/1955,10.47723324
1/4/1955,6.31465679
1/5/1955,4.530695455
1/6/1955,3.624556364
1/7/1955,2.916635199
1/8/1955,2.40693196
1/9/1955,2.095446648
1/10/1955,2.038812955
1/11/1955,2.4918825
1/12/1955,2.095446648
1/13/1955,1.727327642
1/14/1955,1.359208636
1/15/1955,1.274258097
1/16/1955,24.918825
1/17/1955,26.70278634
